STOP_WAS_INITIATED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OTHER_PERSON_STOPPED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_BORO_NAME,SUSPECT_ARRESTED_FLAG
3,1,1,25,3,1,1,1,1,1,1,2,,,2,2,3,5,2,1
3,1,0,5,20,1,2,2,1,,1,,,,2,4,3,1,2,1
3,,0,1,3,1,2,1,1,1,1,2,2,,2,1,3,4,2,1
1,,1,19,5,1,1,1,,,1,2,,,2,1,3,3,2,1
3,1,1,1,2,2,1,1,1,,1,2,2,,2,1,2,1,2,2
3,,1,,2,1,2,1,1,1,1,2,,,2,1,3,1,2,1
2,,1,23,5,2,2,2,1,1,1,2,,2,2,3,1,4,2,1
3,,0,1,3,1,2,2,2,2,1,2,,2,2,1,3,3,2,1
3,,1,1,1,1,1,2,1,1,1,,2,2,2,1,2,4,2,2
3,,1,16,3,2,2,2,1,1,2,2,2,2,2,4,2,2,2,2
3,,1,16,3,2,2,2,1,1,1,2,2,2,2,4,2,2,2,2
3,1,3,12,5,1,1,1,1,1,1,2,,,2,4,1,1,2,1
1,1,1,,3,1,2,1,1,1,1,2,,,2,1,3,2,2,1
3,,0,,1,1,2,1,1,1,1,2,,,2,4,3,2,2,1
1,,1,1,10,1,2,2,1,,1,2,2,2,2,1,3,4,4,2
3,1,1,19,7,1,1,2,1,1,1,2,2,2,2,4,3,2,4,2
3,1,1,19,30,1,1,2,1,1,1,2,2,2,2,1,3,3,4,2
1,1,1,,10,1,2,1,1,1,1,2,2,,2,1,3,3,4,1
3,,0,3,30,1,2,2,1,1,1,,2,,2,2,2,3,4,1
3,1,1,3,4,2,2,1,1,1,1,2,2,,2,2,3,3,4,1
3,1,1,14,10,1,2,1,1,1,1,2,2,,2,4,3,1,4,1
3,,1,,4,1,2,1,1,1,1,2,,,2,4,3,4,4,1
1,1,1,5,11,1,1,1,1,1,1,2,,,2,2,1,4,5,2
3,1,5,6,30,1,1,1,1,1,1,2,2,,2,1,2,5,2,1
3,1,1,,9,1,2,1,1,1,1,2,2,,2,1,2,4,3,1
2,1,1,23,3,1,2,1,1,2,1,2,,,2,1,2,2,1,1
1,,1,26,15,2,2,1,1,,1,2,2,,1,4,2,2,1,2
3,1,1,,15,1,2,2,2,2,1,2,,,2,1,3,4,2,1
3,1,1,1,7,2,1,2,1,1,1,2,2,,1,3,1,3,3,1
3,1,1,1,7,2,2,2,1,1,1,2,2,2,1,4,3,3,3,2
3,1,1,26,28,1,1,2,1,1,2,2,2,,1,1,2,1,1,2
3,1,0,11,10,1,1,1,1,1,1,2,2,,2,2,2,1,5,1
3,1,2,19,10,1,1,2,1,,1,2,2,2,1,1,3,2,2,2
2,1,1,3,30,1,2,2,1,1,1,2,,,2,3,3,3,1,1
3,,0,26,9,1,1,2,1,2,1,2,,,1,1,3,2,3,1
2,3,1,1,5,1,1,1,1,,1,2,,,2,1,3,4,4,1
2,,1,26,20,1,2,1,1,1,1,2,,,2,1,3,1,1,1
3,,1,19,9,1,1,1,1,1,1,2,,,2,1,2,1,3,1
2,3,1,11,10,1,1,1,1,1,1,2,,,1,1,3,1,3,2
1,1,1,15,5,2,1,1,1,1,1,2,2,,1,2,3,1,3,2
1,1,1,15,5,2,1,1,1,1,1,2,2,,1,2,3,1,3,2
2,3,0,6,10,1,2,1,2,2,1,2,,,2,1,3,1,3,2
2,1,5,,6,1,2,1,1,1,1,2,,,2,2,3,4,3,1
1,,1,1,10,1,1,1,1,1,1,,,,1,2,3,5,3,1
3,1,1,16,27,1,1,2,1,1,2,2,2,2,2,1,2,5,3,2
3,1,1,16,15,1,2,2,1,1,2,2,2,2,2,1,3,1,3,2
3,1,1,19,8,2,1,1,1,1,1,2,2,,1,1,1,4,3,2
3,1,1,23,7,1,2,1,1,1,1,2,2,,2,1,2,4,3,1
3,3,1,1,3,1,2,1,1,1,1,2,2,,2,1,3,1,3,1
2,3,3,23,8,1,2,1,1,1,2,2,,,2,1,2,2,3,1
3,1,0,,5,1,2,1,1,2,1,2,,,2,3,2,1,3,1
3,1,1,23,10,2,1,2,1,,1,2,2,2,1,4,1,2,3,2
2,1,1,19,3,1,2,2,1,1,1,2,,2,2,4,4,3,3,2
3,1,2,,2,1,2,2,2,2,1,2,2,,2,1,4,3,3,1
3,1,1,23,2,2,2,2,1,1,1,,2,,2,1,3,1,3,1
3,1,3,,3,1,2,2,1,,2,2,,,2,1,3,2,3,2
3,1,1,,2,1,2,1,1,1,1,2,,,2,3,3,4,3,1
1,1,1,1,5,2,2,1,1,1,1,2,,,2,1,3,2,3,1
3,1,10,1,6,1,1,1,1,1,1,2,2,,2,1,3,2,1,1
2,,1,,3,1,2,1,1,1,2,2,,,2,1,2,3,1,1
2,3,1,,5,1,2,1,1,1,1,2,,,2,4,3,1,1,1
3,3,1,23,5,2,2,2,1,1,1,2,2,,2,4,2,4,1,2
3,,1,,5,1,2,1,1,1,1,2,2,,2,3,2,3,1,1
3,1,1,19,5,1,1,2,2,2,1,2,2,2,2,1,4,4,1,2
3,4,1,13,12,2,1,1,1,1,1,2,2,,2,4,2,1,1,1
2,,1,1,15,2,2,1,1,1,1,2,,,2,1,3,2,1,1
2,2,5,23,8,1,2,1,1,1,1,2,2,,2,1,1,2,1,1
3,1,5,23,3,1,1,1,1,1,1,2,,,2,1,3,2,1,1
3,1,1,26,10,2,1,1,1,1,1,2,,,2,1,2,2,1,1
2,1,1,,1,1,2,2,1,1,2,2,,,2,3,3,1,1,2
3,1,1,23,10,2,2,1,1,1,1,2,2,,2,1,2,4,1,1
3,3,5,23,5,1,1,1,1,1,1,2,,,2,1,3,2,2,1
1,1,2,5,15,1,1,2,1,1,2,2,2,2,2,1,3,4,2,2
1,,1,19,14,1,1,2,1,1,1,2,2,2,2,1,3,4,2,2
3,1,30,1,10,1,2,2,1,1,2,2,,2,2,1,2,1,2,1
2,1,5,22,5,1,1,1,,,1,2,,,,,,1,2,1
3,3,1,19,2,1,2,2,1,1,1,2,2,2,2,1,3,1,2,2
3,,0,3,14,2,1,1,1,1,1,2,,,2,1,1,1,2,1
3,,1,14,5,2,2,1,1,1,1,2,,,2,1,1,3,2,1
3,,0,,12,1,2,1,2,2,1,2,,,2,1,3,2,2,1
1,1,1,,2,1,1,2,1,1,1,2,2,2,2,1,3,1,2,1
3,,1,23,1,2,1,2,1,1,1,2,2,2,2,4,3,3,2,2
3,,1,23,1,2,1,2,1,1,1,2,2,2,2,4,1,3,2,2
2,,1,,2,1,2,1,1,1,1,2,,,2,1,3,3,2,1
2,1,2,,3,1,2,1,1,1,1,2,,,2,1,2,2,2,1
2,1,1,,5,1,2,1,1,1,1,2,,,2,1,2,2,2,1
3,1,1,3,1,1,1,1,1,1,1,2,2,,1,1,1,1,2,1
2,1,1,6,5,1,1,2,2,2,1,2,,,2,4,3,1,2,1
2,,1,3,5,2,1,2,1,1,1,2,2,2,2,1,2,3,2,2
1,,1,26,5,1,1,1,,,1,2,,,1,1,3,1,2,1
1,,3,,10,1,2,2,1,1,1,2,,,2,1,4,4,2,1
3,,1,,10,1,2,1,1,1,1,2,,,2,1,2,,2,1
3,,1,,1,1,1,1,1,1,1,2,,,2,1,,4,2,1
2,1,1,,3,1,2,2,1,,1,2,,2,2,1,3,3,2,1
3,,2,13,15,2,2,1,,,1,,2,,1,1,2,3,2,2
2,,1,23,3,1,1,1,1,,1,2,2,,2,1,2,3,2,1
1,1,10,23,15,1,2,1,1,1,1,2,,,2,1,1,4,2,1
1,3,0,,10,1,2,2,1,1,2,2,,,2,1,2,3,2,2
1,1,1,23,5,2,2,2,1,1,1,2,,2,2,1,3,1,4,2
3,1,1,3,2,2,2,1,1,1,1,2,,,2,1,4,2,4,1
3,1,0,23,7,1,2,2,1,1,1,2,2,2,2,1,3,1,4,2
3,,1,3,2,1,1,2,1,1,1,2,,2,2,5,2,3,4,2
3,1,1,,15,1,1,2,1,1,1,2,2,2,2,1,3,1,4,2
3,1,1,19,10,1,1,2,1,1,1,,,2,2,2,3,4,4,2
3,1,1,23,3,1,2,2,1,1,1,2,2,2,2,1,3,1,4,2
3,1,1,,5,1,1,2,2,2,1,2,2,,2,4,3,3,4,1
3,2,5,13,5,1,1,2,1,1,1,2,2,2,2,1,3,4,4,2
1,3,1,1,17,1,2,1,1,1,1,,,,1,1,2,3,4,2
3,1,1,1,5,1,2,1,1,1,1,,2,,2,4,1,4,4,1
2,1,1,3,14,1,1,1,1,1,1,2,,,2,1,3,2,5,1
3,1,5,5,20,2,1,2,1,1,1,2,2,2,1,1,3,2,5,2
2,3,1,,5,2,2,1,1,1,1,2,2,,1,1,3,1,1,1
3,1,1,1,16,1,1,1,,,1,2,2,,2,1,3,3,1,1
3,1,1,,7,2,2,2,1,1,1,2,2,,2,1,4,4,1,1
3,1,1,,2,1,2,1,2,2,1,2,2,,2,2,2,4,1,1
3,1,1,,7,2,2,1,2,2,1,2,2,,2,3,3,4,1,1
3,1,1,23,3,1,1,1,1,1,1,2,2,,2,1,2,3,3,1
3,1,1,,9,1,2,2,1,1,1,2,2,2,2,3,3,3,3,2
2,3,1,11,10,1,1,1,1,1,1,2,,,2,4,3,1,1,1
3,1,1,23,13,1,1,1,1,1,1,2,2,,1,2,3,4,3,2
1,1,1,,5,2,2,1,1,1,1,2,,,2,3,3,3,4,1
2,,1,,10,1,1,2,1,1,2,2,,2,2,4,1,3,2,2
2,2,1,,5,1,2,2,1,,1,2,,2,2,1,2,1,2,1
2,,1,,5,1,2,2,,,2,,,2,2,1,3,3,2,2
1,1,1,19,20,1,2,2,2,2,1,2,2,,2,2,2,4,1,1
3,1,1,3,27,1,2,2,2,2,1,2,2,,2,1,2,3,4,1
3,1,1,1,10,1,1,2,1,1,2,,2,2,2,1,3,3,3,2
2,,1,,5,1,2,1,,,1,2,2,,2,1,2,4,2,1
3,1,1,,2,1,2,1,1,1,1,2,,,2,1,3,3,2,1
2,,1,,10,1,2,2,1,1,1,,2,,2,4,2,3,1,1
2,1,0,26,5,1,2,1,2,2,1,,,,1,1,3,2,2,1
2,1,5,23,11,2,2,2,1,1,1,2,,,2,1,2,2,3,1
3,3,1,,2,1,2,1,2,2,1,2,,,2,1,2,4,3,1
2,2,5,,5,1,2,1,1,1,1,2,,,2,1,3,3,3,1
3,1,1,19,10,2,1,1,1,1,1,,,,1,1,3,4,3,2
3,1,1,19,10,2,1,1,1,1,1,,,,1,1,3,4,3,2
3,2,1,19,7,1,1,2,1,1,1,2,2,2,2,1,2,1,3,2
2,,2,,5,2,2,1,1,1,1,2,,,2,1,2,2,1,1
2,3,1,8,5,1,2,2,2,2,1,,2,,2,1,2,4,1,2
3,1,0,23,12,2,2,1,1,1,1,,2,,2,1,3,4,1,1
3,1,0,23,12,2,2,1,1,1,1,,2,,2,1,3,4,1,1
3,,1,1,4,1,2,1,1,1,1,,,,2,1,1,2,1,1
1,1,1,,3,1,2,1,1,,1,2,2,,2,4,2,1,1,1
1,1,5,1,15,1,1,1,1,1,1,2,,,2,4,3,3,2,1
2,,1,,2,1,2,2,1,1,2,2,,2,2,1,3,4,2,2
2,1,1,,2,1,2,1,2,2,1,2,,,2,1,2,3,2,2
3,1,2,,10,2,2,1,1,1,1,2,,,2,1,2,5,2,1
2,1,1,,9,1,2,1,1,1,1,2,,,2,1,3,1,2,1
3,2,1,,2,1,2,1,1,2,1,2,,,2,4,3,3,2,1
3,3,1,1,14,1,1,1,1,1,1,2,,,2,1,3,3,2,2
2,,3,11,5,1,1,1,1,1,1,2,,,2,1,3,4,2,2
3,1,5,1,15,2,1,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,5,1,15,2,1,1,1,1,1,2,2,,2,1,1,3,2,1
3,1,5,1,15,1,1,1,1,1,1,2,2,,2,1,3,3,2,1
2,1,1,,5,1,2,1,1,,1,2,,,2,3,2,2,2,1
2,,1,14,6,2,2,2,1,1,1,2,,,2,1,2,4,2,1
3,1,0,19,16,1,1,2,2,2,1,,,,1,1,3,3,2,1
3,1,0,23,6,1,2,1,1,1,2,,2,,2,1,3,4,2,1
3,1,1,23,5,1,2,1,1,1,1,,,,2,1,1,2,2,1
2,,1,23,5,2,2,1,1,,1,2,2,,2,1,4,1,2,1
2,,1,23,5,2,2,1,1,,1,2,2,,2,1,3,1,2,1
2,4,1,11,5,2,1,1,1,,1,2,2,,2,1,2,4,4,1
2,4,1,11,5,2,1,1,1,,1,2,2,,2,1,2,4,4,1
2,4,1,11,5,2,1,1,1,,1,2,2,,1,1,3,4,4,1
2,4,1,11,5,2,1,1,1,,1,2,2,,1,1,3,4,4,1
2,4,1,11,5,2,1,1,1,,1,2,2,,1,1,3,4,4,1
3,,1,23,5,1,1,1,1,1,1,2,2,,2,1,1,1,4,1
1,,1,14,25,2,1,1,1,1,1,2,,,1,1,1,2,4,1
1,,1,14,25,2,1,1,1,1,1,,,,2,1,1,2,4,1
3,1,1,,1,2,2,1,2,2,1,2,,,2,5,3,3,4,1
3,1,3,,18,1,2,1,1,1,1,2,,,2,1,2,4,4,2
3,3,1,1,27,1,2,2,1,1,2,2,,,2,1,3,3,4,2
1,1,1,,5,2,2,1,1,2,1,2,,,2,4,3,3,4,1
3,,0,26,35,2,1,2,1,1,1,2,,2,2,1,3,1,5,2
2,,2,3,20,1,2,2,1,,1,,,,2,4,2,2,5,1
3,1,2,23,10,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,,1,1,3,1,2,2,1,1,1,2,,2,2,2,3,4,2,2
2,3,15,,11,1,1,1,1,1,2,2,2,,2,1,2,3,1,1
3,,1,1,6,1,1,1,1,1,1,2,,,2,1,1,3,2,1
3,3,1,1,15,1,1,1,1,1,1,2,,,2,1,1,4,3,1
3,1,2,,2,1,2,2,1,1,1,2,2,,2,1,2,4,4,1
3,1,1,,10,1,2,1,1,1,1,2,2,,2,1,1,1,2,1
3,3,1,,6,1,2,2,1,1,1,2,2,2,2,1,3,4,4,2
3,1,1,,6,1,2,1,2,2,1,2,2,,2,1,1,1,3,1
3,2,1,26,10,1,2,1,1,1,1,,,,2,4,3,2,4,1
1,1,2,5,7,2,1,1,1,1,1,2,2,,1,1,3,1,4,2
3,1,1,1,7,1,1,2,1,1,1,2,2,2,2,1,3,1,4,2
1,3,0,1,2,1,1,2,2,2,1,,,,2,4,1,1,1,1
2,1,655,22,70,1,2,2,1,1,1,,,,2,2,3,,2,2
3,,1,23,5,1,2,1,2,2,1,2,,,2,4,1,1,3,1
1,3,2,1,8,1,2,1,1,1,1,2,2,,2,4,3,3,1,1
3,1,0,3,11,2,2,1,1,1,1,2,2,,2,1,3,3,4,1
3,1,0,12,10,1,1,1,1,1,1,2,,,2,1,2,4,3,1
3,,1,16,7,1,1,1,1,1,1,2,,,1,1,2,3,3,1
3,1,1,,5,2,2,1,1,,1,2,,,1,1,3,2,3,1
3,1,1,,5,2,2,1,1,1,1,2,,,1,4,2,2,3,1
3,1,1,1,13,2,1,1,1,1,1,2,2,,1,1,2,3,3,1
3,3,1,17,8,1,2,2,1,1,1,2,2,,2,4,2,1,3,1
1,3,0,16,10,1,2,2,2,2,2,2,,2,2,1,,3,3,2
2,,2,,3,2,2,1,1,1,1,2,,,2,3,4,3,3,1
3,1,2,26,20,1,1,1,1,1,1,2,2,,2,1,3,4,1,2
3,,1,,8,2,2,2,1,1,1,2,2,,2,1,3,3,1,1
3,,1,,8,2,2,2,1,1,1,2,2,,2,3,2,3,1,1
1,,1,,8,2,2,2,1,1,1,2,2,,2,4,2,3,1,1
3,,1,,8,2,2,2,1,1,1,2,2,,2,4,2,3,1,1
2,1,3,23,1,2,2,1,1,1,1,2,,,2,1,2,2,1,1
2,1,3,23,1,2,2,1,1,1,1,2,,,2,1,3,2,1,1
3,1,1,,10,1,2,1,2,2,1,2,,,2,3,1,1,1,1
3,1,1,23,1,1,1,1,1,1,1,2,2,,2,1,3,3,2,1
1,,1,26,20,1,1,1,,,1,2,,,2,1,2,3,2,1
3,2,1,,10,1,2,2,2,2,1,2,,,2,1,3,1,2,1
3,1,1,3,14,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2
1,,2,1,15,1,1,1,1,1,1,2,,,1,1,2,5,2,1
2,1,1,,1,1,2,1,1,,1,2,,,2,1,3,2,2,1
3,1,0,,3,1,1,1,1,1,2,2,,,2,3,3,1,2,1
2,3,1,19,5,1,1,1,1,1,1,2,,,2,4,3,4,2,1
1,1,2,5,7,2,1,1,1,1,1,2,2,,1,1,1,1,4,1
1,1,1,13,25,2,1,2,1,1,1,2,,2,2,1,3,2,4,2
1,,2,18,15,2,1,1,1,1,1,2,,,2,2,2,2,4,1
3,1,1,23,8,2,2,2,1,1,1,2,,2,2,1,3,2,5,2
3,1,1,23,8,2,2,2,1,1,1,2,,2,2,4,3,2,5,2
3,2,1,23,13,1,1,2,1,1,1,2,2,2,2,3,2,1,5,2
3,,1,23,3,1,1,1,1,1,1,2,2,,2,1,,4,1,1
1,1,1,1,8,2,1,1,1,1,1,2,2,,2,1,2,4,2,1
3,3,1,,7,2,2,1,1,1,1,2,,,2,4,3,1,3,1
3,,1,,3,1,2,1,1,2,1,2,,,2,1,2,2,2,1
3,1,2,23,5,1,1,2,1,1,2,2,,2,2,1,2,2,1,2
3,3,0,11,11,2,1,2,1,1,2,2,,2,2,1,2,4,4,2
3,1,2,,2,1,2,2,2,2,2,2,,,2,1,3,2,1,1
2,,2,,3,1,2,1,1,2,1,2,,,2,,4,2,1,1
2,1,1,23,1,2,2,1,1,1,1,2,2,,2,1,3,1,4,1
2,1,1,,10,2,2,2,1,2,1,2,,,2,1,2,1,4,2
3,1,1,14,5,1,2,2,1,1,1,2,2,2,2,1,3,3,4,2
3,1,1,14,16,1,1,2,1,1,1,2,2,2,2,1,2,3,4,2
3,3,0,11,11,2,1,2,1,1,2,2,,2,2,1,3,4,4,2
3,1,0,14,15,2,1,1,1,2,1,,,,2,1,3,3,3,1
3,1,1,19,9,1,1,1,1,2,1,2,,,2,1,3,2,1,1
3,1,0,11,5,2,1,2,1,1,1,2,,2,1,4,2,1,2,2
3,1,1,,2,1,2,1,1,1,1,2,,,2,1,3,2,2,1
3,,5,3,16,1,1,1,1,1,1,2,,,2,1,3,1,4,1
2,,1,8,3,2,2,1,1,,1,2,,,2,1,3,2,2,1
3,1,2,13,10,1,1,2,1,1,1,,,,2,1,3,1,3,2
2,,5,23,2,1,2,1,1,,1,2,,,2,3,3,2,3,1
2,4,5,26,5,2,2,2,1,1,1,2,,2,2,1,2,1,2,2
2,1,1,1,5,2,2,1,1,1,1,2,2,,2,3,3,4,1,1
3,2,1,23,25,2,2,1,1,1,1,2,2,,2,1,3,5,3,1
3,1,1,,25,2,2,1,1,1,1,2,2,,2,1,3,4,2,1
3,1,1,23,20,2,1,1,1,1,1,2,,,1,1,2,4,3,2
2,,1,,2,2,2,2,2,2,1,2,,,2,1,3,3,1,1
3,1,1,26,10,2,2,1,1,1,1,2,2,,2,1,3,4,3,1
3,3,1,,19,2,2,2,1,,2,2,2,,2,1,1,2,3,1
3,,6,23,20,1,1,2,1,1,1,,2,2,2,1,1,3,3,2
1,,1,19,3,1,1,1,1,1,1,2,2,,2,1,3,1,3,1
3,1,1,,10,1,2,1,2,2,1,2,,,2,1,3,1,1,1
3,,1,23,20,2,2,1,1,,1,2,,,2,4,2,1,2,1
3,,1,23,20,2,2,1,1,1,1,2,,,2,4,,1,2,1
3,,0,14,10,2,1,1,1,1,1,2,,,2,1,3,3,4,1
3,,3,1,5,2,2,1,1,1,1,2,2,,2,4,2,2,4,1
3,1,1,,5,1,2,1,1,1,1,2,,,2,3,3,2,5,1
3,1,0,14,15,2,1,1,1,2,1,,,,2,1,3,3,3,1
3,1,0,3,6,1,2,2,1,1,1,2,2,2,2,1,2,3,4,1
3,3,1,23,1,1,2,1,1,1,1,2,2,,2,4,2,3,3,1
3,1,1,19,9,1,1,1,,1,1,,,,2,1,3,2,3,1
1,2,2,13,5,1,1,1,1,1,1,2,,,2,3,3,3,1,1
3,,2,3,6,1,2,2,1,1,1,2,2,,2,1,3,2,3,1
1,,1,,60,2,2,2,1,,2,2,,2,2,2,3,4,3,2
1,,1,,60,2,2,1,1,,1,2,,,2,1,3,4,3,1
1,,1,,60,2,2,1,1,,1,2,,,2,1,3,4,3,1
1,1,1,,60,2,2,1,1,1,1,2,,,2,2,3,4,3,2
1,1,1,,60,2,2,1,1,1,1,2,,,2,1,2,4,3,1
1,1,1,,60,2,2,1,1,1,1,2,,,1,2,2,4,3,1
1,1,1,,60,2,2,1,1,,1,2,,,1,2,2,4,3,1
1,1,1,,60,2,2,1,1,1,1,2,,,1,2,2,4,3,1
1,,1,,60,2,2,1,1,,1,2,,,2,4,3,4,3,1
1,,1,,60,2,1,2,1,,1,2,,2,1,,3,4,3,2
2,1,1,13,7,2,1,2,1,1,1,,,2,1,4,3,3,3,2
2,1,1,13,7,2,1,2,1,1,1,,,2,2,4,3,3,3,2
1,,5,11,5,1,1,1,1,1,1,2,2,,2,2,2,4,3,1
3,1,3,3,10,1,1,1,1,1,1,2,2,,2,4,2,2,3,2
3,1,1,1,20,1,1,1,1,1,1,2,,,2,1,3,4,3,1
3,1,1,23,5,1,1,1,1,1,1,2,,,2,1,2,2,3,1
1,,3,19,23,2,1,1,2,2,1,2,,,2,3,2,1,3,1
3,,1,19,7,1,1,2,1,1,1,2,,2,2,4,2,1,3,2
1,1,0,4,30,1,1,2,2,2,1,,,,2,1,2,2,3,1
3,1,1,23,5,1,1,1,1,1,1,2,,,2,1,2,1,3,2
3,,1,,1,1,2,2,1,1,2,2,2,,2,1,3,1,1,2
1,1,0,16,7,2,2,2,1,1,1,2,,,2,4,3,3,1,1
3,,1,,1,1,1,2,1,1,2,2,2,2,2,1,3,4,1,2
3,1,300,16,20,1,1,2,1,1,1,2,,,2,4,3,2,1,1
3,,3,19,8,1,2,2,1,1,1,2,,2,2,4,3,4,2,2
3,1,20,23,1,2,2,2,2,2,1,2,,2,2,1,2,3,2,2
3,1,1,19,12,1,1,2,1,1,1,2,2,2,2,1,2,3,2,2
2,,2,8,1,1,1,2,1,,1,,,2,2,4,2,3,2,2
2,1,1,,3,1,2,2,1,1,2,2,,,2,1,2,4,2,2
3,1,1,3,13,2,2,2,1,1,1,2,,2,2,1,4,3,2,2
2,1,5,,5,1,2,2,1,1,2,,,,2,1,3,2,2,2
1,1,1,,10,2,2,1,1,1,1,2,2,,2,1,3,2,2,1
1,,0,19,3,1,1,1,2,2,1,2,,,2,2,2,1,2,1
3,1,1,13,5,1,1,1,1,1,1,2,,,2,3,3,1,2,2
3,,1,19,1,1,2,2,1,1,1,2,2,2,2,4,2,1,4,2
3,1,1,3,5,1,2,1,2,2,1,2,2,,2,4,2,1,4,1
3,1,1,14,16,1,1,2,1,1,1,2,2,2,2,1,2,3,4,2
3,1,1,23,5,2,2,2,1,1,1,,,2,2,1,2,1,4,2
3,1,2,14,10,1,2,2,1,1,1,2,2,,2,5,3,3,4,1
3,1,1,1,5,1,2,2,1,1,1,2,2,,2,4,2,4,4,1
2,1,3,11,30,2,1,2,1,1,1,2,,2,1,4,2,1,5,1
3,3,1,1,1,1,1,2,2,2,1,2,,,2,1,2,4,3,2
3,,1,,5,1,2,1,1,1,1,2,,,2,1,1,3,1,1
3,,1,19,3,1,1,1,1,,1,2,2,,1,2,3,4,2,2
3,1,1,,10,2,2,1,2,2,1,2,2,,1,1,3,2,2,1
2,1,1,3,5,1,1,1,1,1,1,2,2,,2,2,3,1,4,1
3,3,1,17,33,2,2,1,1,1,1,2,,,2,1,3,1,3,2
2,3,3,22,3,1,2,1,1,1,1,2,,,2,3,3,1,4,1
2,,2,8,8,1,2,1,1,1,1,2,,,2,,2,2,2,1
3,1,2,23,10,1,1,1,,,1,2,2,,2,1,3,2,1,2
2,1,1,,2,1,2,2,1,1,2,2,,2,2,3,3,4,1,2
2,1,2,,3,1,2,1,1,1,1,2,,,2,1,1,1,1,1
3,1,2,,3,1,2,2,1,1,2,2,2,,2,1,2,4,1,2
2,1,2,,3,1,2,2,1,1,2,2,,2,2,3,3,1,1,2
1,,1,1,40,1,2,2,1,1,1,2,2,2,2,1,3,2,1,1
2,,3,3,12,1,1,1,1,,1,2,,,2,1,2,3,3,1
3,,1,1,8,1,1,1,1,1,1,2,,,2,1,1,4,3,1
3,1,1,1,5,2,2,1,1,2,1,2,2,,2,3,3,3,1,1
2,1,1,23,10,1,2,1,1,1,1,,,,2,1,3,4,2,1
2,1,3,8,10,2,2,1,1,2,1,2,2,,2,1,2,1,2,1
3,1,5,22,15,1,2,2,2,2,1,2,2,2,2,1,2,3,2,2
2,1,1,16,5,1,2,1,1,1,1,2,,,2,4,3,3,2,1
2,3,1,11,24,1,1,2,1,2,1,2,,2,2,2,3,4,4,2
2,3,5,6,15,1,1,2,2,2,1,2,,,2,4,3,4,3,2
2,1,20,5,5,1,1,1,1,1,1,2,2,,2,4,3,1,3,1
1,1,1,,10,2,1,2,1,1,1,2,,2,1,4,3,1,1,2
1,1,1,,10,2,1,2,1,2,2,2,,2,1,4,3,1,1,2
3,,2,,4,1,2,2,1,1,2,2,2,2,2,1,3,3,2,2
1,,1,13,16,2,1,1,1,1,1,2,,,2,2,3,4,3,1
1,2,0,26,20,1,2,2,2,2,1,,,,2,2,3,2,3,1
3,1,1,19,11,1,2,2,1,1,1,2,2,2,2,4,3,3,3,2
1,,1,13,8,1,1,2,1,1,1,2,2,2,1,4,2,4,3,2
3,1,1,23,8,2,1,1,1,1,1,2,2,,2,1,3,3,3,2
3,2,3,23,8,2,1,1,1,1,1,2,2,,2,1,2,3,3,2
2,1,1,19,30,2,1,1,1,1,1,2,,,2,2,3,4,3,1
2,1,1,19,30,2,1,1,1,1,1,2,,,2,1,2,4,3,1
1,1,1,19,30,1,1,1,1,,1,2,,,2,1,2,3,3,1
2,,20,26,5,1,1,1,1,1,1,2,,,2,4,2,1,3,1
1,1,0,13,30,2,1,1,1,1,1,2,,,2,1,2,3,3,1
1,1,0,13,30,2,1,1,1,1,1,2,,,2,1,2,3,3,1
1,1,0,13,30,2,1,1,1,1,1,2,,,2,1,2,3,3,1
3,3,1,23,10,1,1,1,1,,1,2,2,,2,3,2,1,3,1
3,1,0,1,34,2,1,1,1,1,1,2,2,,2,2,3,3,3,1
3,1,0,,20,2,2,2,2,2,1,2,2,,2,1,3,1,3,1
2,3,1,11,10,1,1,2,2,2,1,2,2,2,1,3,3,1,3,2
3,,1,1,8,1,1,1,1,1,1,2,,,2,1,3,2,3,2
3,1,2,1,19,1,1,1,1,1,1,2,,,2,3,2,1,3,1
3,1,0,19,12,1,1,2,1,2,1,2,2,,1,3,1,3,3,1
1,3,0,11,4,1,1,1,1,,1,2,,,2,2,3,2,3,1
2,3,5,11,30,1,1,1,1,,1,2,,,2,2,3,2,3,2
2,,3,19,23,2,1,1,1,,1,2,,,2,1,3,1,3,1
2,,3,19,23,2,1,1,1,,1,2,,,2,1,3,1,3,1
2,1,1,11,5,1,1,1,1,1,1,,,,2,1,3,1,3,1
2,3,1,9,2,1,1,1,1,1,1,2,,,2,1,2,1,3,2
2,1,1,3,2,1,2,2,1,,1,2,,,2,1,2,2,3,2
